headline,url,img,provider,source
"Michael Jordan Has Pretty Much Given Up on His Son, Here's Why",http://trends.revcontent.com/click.php?d=Mwl1FGgudNM%2BNmYvVaQaSG%2FUnUAAxSEgOsoqBsb758v4reqLuvCnT%2Fqv0ydPSfxmijyK2qzT4SuEt%2BZSd761ztvy8DN0PBZNOyrmiOgq2ywGC1AvWGsbDrQFE%2BGnK%2BmtykHbfQQoyTjyqAEZmzJ%2BO0jMRLOq6m5eb75udXlGpV4VZ630R9%2BMW0%2FV85Nhvvs21HbIptPSmVC5xr%2FWnHXeJ%2BFYPrOBuuCv0ThY7KH5qjvIxmeGL%2FEiUg5OsgLYBBqDlVZbFSy4PaUqmSK7RTgSJrTxy83lIwtyaoqdZ%2BQu55AqVZyKkxh3OsnM7vv29Jc%2BeAnZ7pm1F8AVm7AoE3XL98hPTHwrqY6yx6BqyuANZiJiE1DEG6PplDZXPo7aX3DSQhytvo%2BDXgefBzeJCu0XgogkjajI%2BFBacCWYbjgGF1Rp2ovsA9w7Ne1y9I1TVRKFH2NS%2Bqz1Fa597ncSIo%2FhjJ5pLEnZ9KT7p%2Fil5mkmjRUEl2SWaaI5XYJ39fCli5lhOMVYV1UNXR6t77aytT%2FzkpqSp%2FSi8hmbsFb2CwhzGar6XzW2FK8DiHyTrU5ArSFQCAgAHnkvmRn40zIcGWBCivrxUGfjUSGlqgJ6JZiF8cYCZgQlM%2BR%2FRAsUhk2nhQfCiRLRtqAs2z8qPzBWRzdFlCISc9svSqTl0L11lWcBYScke9sJpe48JWOUx4GkemDBg1IVtujnHA9%2B7VWA%2FZP9FvZbXbukAF15UHx0bZMg1DITMwf9WB9nPkudmlygV7cX,https://revcontent-p0.s3.amazonaws.com/content/images/1486415171.jpg,revcontent,http://worldstarhiphop.com/videos/
The NR Experiment - She Is Over 50 [Watch],http://thelongevitystudy.com/160725A.php?n=RC,https://revcontent-production.s3.amazonaws.com/content/images/1430249608.jpg,revcontent,http://worldstarhiphop.com/videos/
21 Disturbing Secrets The Obama's Tried To Hide While He Was President,http://loanpride.com/obama-family-divorce-attorney-quit-smoking-tips/?utm_source=revcontent&utm_medium=10949&utm_term=urban%20and%20hip-hop%20lifestyle&utm_content=1770997&utm_campaign=234718&utm_widget_id=10949,https://revcontent-p0.s3.amazonaws.com/content/images/1485182680.png,revcontent,http://worldstarhiphop.com/videos/
Odd Trick To Fix Sagging Skin Is Absolutely Genius,https://www.southbeachskinlab.com/presentation/v1g-a-3.php?c1=1825059&c2=243847&c3=urban+and+hip-hop+lifestyle&c4=10949&sxid=50567d8c04fa,https://revcontent-p0.s3.amazonaws.com/content/images/1490374869.png,revcontent,http://worldstarhiphop.com/videos/
Emma Watson is Pissed That We Have These Photos,http://detonate.com/30-awkward-child-stars-turned-insanely-hot/?utm_source=9ac&utm_medium=hb&utm_campaign=9ac_US_desktop_Child-Star-Transformations-You-Won%27t-Believe_12_59ai_20170131_hb_3341&utm_term=10949,https://revcontent-p0.s3.amazonaws.com/content/images/1490034522.jpg,revcontent,http://worldstarhiphop.com/videos/
Here's What New Dental Implants Should Cost in New York,http://dentalimplantsunited.com/?affid=1016&s1=10949&s2=1801865%7C239864%7Cworldstarhiphop.com,https://revcontent-p0.s3.amazonaws.com/content/images/1489682521.jpg,revcontent,http://worldstarhiphop.com/videos/
"Michael Jordan Has Pretty Much Given Up on His Son, Here's Why",http://trends.revcontent.com/click.php?d=Uir2QInuuLJE7eHfXqR90KykZChqOU5RuZu7O%2BBspQ5Q77Oo7sWXCfUZSK%2FukZfWPx0eaf5QYmFeqyBNA9AaryBBgm2Kw1fnYRId8mYsQcILLugA2SOMJj8gbqLz%2FfJKjG21zmvf9FdGJw%2B%2BX2KCYtv%2FMMr8wMDY6d9PBhq%2Fv%2Bzq%2BR1no3Gd7L6NgbdxkYfSppLrJ2Uhfoa2pSeKiPF3Oihl9uF2sq6xjaLhoXdZuvakk8BxG7%2FHCzZw4%2FSRSaeC%2Byr%2F9Zy%2BHQlC1qT2suGfYOcA6%2F0V2x%2FjdnYaJf6Scmb2Xe6ExtI2TpqkN%2Fpt4usDDTq1hhZDK%2FW4kDYQoJ91G62eU0MMcMs4mvL8lJ1Xn4hEaP9apmRzmlSCJWVXafhFM4HhTjM9hjJt%2F7jSTsEiNKWBKwS74pLLbFIbXjFfBh0nxzaByf%2FGRuzwoBkr0sn0LPQpdAGpyuuP0kfuEVtb33LEZm4m1CUAu7kYd%2BVkOwymG6V12UUVb49Z67ZpFodMUmymoLiKYuwxb285YoW73VLgmlz6QWqg8zVge6wxPONVBiP4ZrijcvjFx5Q8Nj5ighRDwZb9AOR9HWYY4vRjvr87PLqz4D1Is9TTOTBsqxmKWPmLd6cAxlLebUQkYBm540bj0H5jpcMiY9lE3%2FIx2yQD%2FQ0XaPEOI3gZx27yjebmX%2FhVgbMDeU246sLaUnTQx1BlTlNk1GVnSEfo0QvIxeE90jaXgiQjmWS1cZJt0481wJTGlsSgcV1lqq4ffj4W,https://revcontent-p0.s3.amazonaws.com/content/images/1486415171.jpg,revcontent,http://worldstarhiphop.com/videos/
The NR Experiment - She Is Over 50 [Watch],http://thelongevitystudy.com/160902B.php?n=RC,https://revcontent-production.s3.amazonaws.com/content/images/1430249608.jpg,revcontent,http://worldstarhiphop.com/videos/
"Tiger Woods' Daughter Was a Cute Kid, But What She Looks Like Now is Insane",http://www.hyperactivz.com/celebs-kids-look-today?utm_source=revcontent&utm_medium=10949&utm_term=urban%20and%20hip-hop%20lifestyle&utm_content=1763042&utm_campaign=Kids%20V2%20T3%20-%20Desktop%20USA%20RC,https://revcontent-p0.s3.amazonaws.com/content/images/8ba708ade5500f4153e86226ac4d7237.png,revcontent,http://worldstarhiphop.com/videos/
Why Obama Never Talks About His Daughter Sasha Will Make You Shiver,http://www.pollhype.com/obama-sister-facts/?utm_source=revcontent&utm_medium=urban%20and%20hip-hop%20lifestyle&utm_term=10949&utm_content=1685971&utm_campaign=PHObamaSisters0210&utm_content_id=1685971&utm_boost_id=222642&utm_targeting=urban%20and%20hip-hop%20lifestyle&utm_widget_id=10949,https://revcontent-p0.s3.amazonaws.com/content/images/1486740885.jpg,revcontent,http://worldstarhiphop.com/videos/
Can You Handle A Sugar Mom In New York?,http://quick-date.info/en/en_ptm_05b/?s=282765328,https://revcontent-p0.s3.amazonaws.com/content/images/1490175865.jpg,revcontent,http://worldstarhiphop.com/videos/
33 Haunting Selfies Captured Seconds Before Death,http://trends.revcontent.com/click.php?d=QRzBL9wX%2B%2BLaOFSM3DfZdWPqt%2Bgi9u0Byz4%2FHTT7k0HMTZXSsh7C%2Fgrv%2FMxRpkr5M%2FMC9dmAvgOWF48KBEnM4FNkUP%2BmX8ussVTzZQzX7rBRTmQuOfkpAmJ%2FUPPNbvVKvGpA91r%2FfyVMoD%2FMbj8nYFDgJ3TYG9jt4zSjUYrHGB7GJ3RTPPMG0Mha2GT4s68HxSX7dqMEMI8w%2F9jHQ2Vh%2BInXrTb%2BDfOIOfjIvb7%2F4Th3SQacpYlfULvvMSkOQeWLlkjCTbyRCpi3qwtncQQMKYOGhF%2Flqx3F85JYZhL4R1M8MS%2BpPN9e%2FOz4ZCNTgGdU3IejPbhraiQQxtrKFE%2Bobj76rJJlO2UnFVNGWwR6QNks13yhgRTxeahXrRCLsgrFc9fuE7O2JxNoKW5ZEjv8g%2B3tOa36NqtlxOOgmr8CG%2FrxqDSzu7HpuQceClBu3tsdp8AUJ8wGg9B0sAY7Ri9tyLru2adl88Pha0wWLWrSHz7TYU148OdCmCrAb10B09qcUMPGg8Ik%2BalR7FZisCIWGUvU6I5Ad8XiT6GvWpeWMirZhMXf0%2Fs4%2FpQHlHNa1ZjL%2F7takUFpwkzrwI%2BzgFD%2FLyr6RrY6l3hlYg5u0Cyl7KnjJeZEMYmE0vQUxqys8wMbPq32eeYVUhvoYgk8zovZ%2BkAqZmTUodMiFD2HzHuuYYs%3D,https://revcontent-p0.s3.amazonaws.com/content/images/1488463609.jpg,revcontent,http://worldstarhiphop.com/videos/
50 Uniquely Bizarre Women You Won't Believe Exist,http://www.funnyjk.com/25-incredible-women/?utm_source=revcontent&utm_medium=urban%20and%20hip-hop%20lifestyle&utm_term=10949&utm_content=1665723&utm_campaign=JKIncredibleWomen0206&utm_content_id=1665723&utm_boost_id=219990&utm_targeting=urban%20and%20hip-hop%20lifestyle&utm_widget_id=10949,https://revcontent-p0.s3.amazonaws.com/content/images/1486415665.jpg,revcontent,http://worldstarhiphop.com/videos/
31 Stars You Forgot Were Transgender,http://trends.revcontent.com/click.php?d=L1M5xu73tIN89uCYfmnk80IQgXF2vcUSjcXlRrg1WxxlqQIgh9wnmngJxzXRVStIP6rcKEt0mDej9zwa8p1x6JoyeweKTbOSxKzgyYlTMgFTDOUleNBXG5Bza6smMiBifwRnw9eDxrdgyfERLKK35Wau3%2Fs7a1gvKVC8szy203vL%2BQaXfoIphnazHcozLpN9jZr74IGqyCDMPSfNkDKMJ2GUNqXjkXwpfYA1obIoXVZhwLZ2HEKL4GZOlOVrUXsx4nQjvOVPqtF0SkyLaSQ%2BhslHKhpu25ZoyfDRRExq8M7DC4XgJ1kgtwaqdlTVTEGlAHx5BKby%2Bo2o0CrXFvOKLh9nb0fVswxdvuYPcV6SFNSO%2F%2FoCeP0UubWfOJG4MG8tKBH6dXqGVJUtF6oAVStoDjqASiAduH0uE3GBsiNI9MbKR4mjXkJUQjOxUjsqiDk4PMZMNFVPSmJJMe3%2FPHLtIP1XLOo1mH24xjR%2FicqZC1wJmRmNErHeGMbJExEO8rPohXhIdeFZ%2FsRXRgq6%2BP1S3Jord4eY929mFZmqhkfwiCkTqsNsOQ%2BBuzsfD%2BGAVupd9MgtiLKou7UqXzSUIfgmj5%2FbFhxrgRwnV6wHa293kR%2BX671k6B8sO1h4gdTqomOZQx4Bef%2BuyV637ViREvQpWYP%2FS%2BUggIPdsUeZuVwljokLhEUbzQgRwY0RxmUp5TonOo6pVbhOPXkkArwY1QwqLw%3D%3D,https://revcontent-p0.s3.amazonaws.com/content/images/1476120923.jpg,revcontent,http://worldstarhiphop.com/videos/
"Brilliant ""Trick"" Melts Belly Fat Overnight (Do This Tonight)",http://creamskintips.com/us/belly-fat/?widget_id=33073&content_id=1819306&adv_targets=conservative+news,https://revcontent-p0.s3.amazonaws.com/content/images/1490233756.jpg,revcontent,http://www.infowars.com/
Shocking: Hidden Biblical Trick Melts Belly Fat Overnight (try This Tonight!),https://biblicalbellybreakthrough.com/lp-secret?vtid=tsdena4d&cbtb=22%3Fhop%3Dbillbox25&pg=a4d&cpa=44,https://revcontent-p0.s3.amazonaws.com/content/images/1490326167.jpg,revcontent,http://www.infowars.com/
"This Completely Erased Her Wrinkles In 2 Minutes, Recorded On Video! (Watch)",http://womenshealth-beauty.com/revad/free-wrinkle-trick/?voluumdata=BASE64dmlkLi4wMDAwMDAwNy0zYWQxLTQ4OTMtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLmRkMGMxMDAwLTExODQtMTFlNy04ZGUxLTExMWM4Y2I3NGY2Yl9fY2FpZC4uMjZjYWNlYjAtMzdkMy00ZGQzLThmMzktYzI3YTUyNzRkYzZjX19ydC4uUl9fbGlkLi5kZDM1MjZiYi0wMDZkLTQ2MTYtYmE3NC01NjVhNTM4ODNmM2VfX29pZDEuLjQxYTA2N2Y5LWM3ZTUtNGEzYy1hMTRlLWZjYjE4MDA5OTZhY19fdmFyMS4uMzMwNzNfX3ZhcjIuLmNvbnNlcnZhdGl2ZSBuZXdzX192YXIzLi4xODA1ODExX192YXI0Li4yMjg1ODFfX3JkLi5fX2FpZC4uX19hYi4uX19zaWQuLg&c1=33073&c2=conservative%20news&c3=1805811&c4=228581,https://revcontent-p0.s3.amazonaws.com/content/images/1489776723.jpg,revcontent,http://www.infowars.com/
Do This Before Bed - You'll Never Need a Gym or Diet,http://creamskintips.com/us/belly-fat/?widget_id=33073&content_id=1787597&adv_targets=conservative+news,https://revcontent-p0.s3.amazonaws.com/content/images/1487568008.jpg,revcontent,http://www.infowars.com/
Hillary,https://www.infowars.com/video-young-americans-shocked-to-learn-of-hillarys-multiple-mansions/,https://revcontent-p0.s3.amazonaws.com/p0/assets/content_images/emb/b756b29a20e241f9413506d4ecec3b10-0.png,revcontent,http://www.infowars.com/
5 Foods That Kill Testosterone,https://www.bluestarnutraceuticals.com/offers/raiseyourstatus?utm_source=revcontent&utm_medium=paid&utm_term=33073&utm_content=conservative%20news&utm_campaign=170322-us-desk-kill-cnews,https://revcontent-p0.s3.amazonaws.com/content/images/1489184080.png,revcontent,http://www.infowars.com/
"Ever Googled Yourself? Do a ""Deep Search"" Instead!",https://www.truthfinder.com/?utm_source=KKCBAN&traffic[source]=KKCBAN&utm_medium=DISPLAY&traffic[medium]=DISPLAY&utm_campaign=glorteal&traffic[campaign]=1599080:glorteal&utm_term=211294&traffic[term]=211294&utm_content=conservative+news&traffic[content]=conservative+news&s1=glorteal&s2=1599080&s3=211294&s4=conservative+news&s5=33073&traffic[funnel]=tf&traffic[sub_id]=glorteal&traffic[s2]=1599080,https://revcontent-production.s3.amazonaws.com/content/images/1453420912.jpg,revcontent,http://www.infowars.com/
21 Disturbing Secrets The Obama's Tried To Hide While He Was President,http://loanpride.com/obama-family-divorce-attorney-quit-smoking-tips/?utm_source=revcontent&utm_medium=33073&utm_term=conservative%20news&utm_content=1770996&utm_campaign=234718&utm_widget_id=33073,https://revcontent-p0.s3.amazonaws.com/content/images/1485182691.jpg,revcontent,http://www.infowars.com/
Alex Jones Hosts Historic New Year's Eve Transmission,https://www.infowars.com/watch-alex-jones-show/,https://revcontent-p0.s3.amazonaws.com/p0/assets/content_images/emb/893d04b4fc3745c5bd84d35696a01d80-0.png,revcontent,http://www.infowars.com/
"Brilliant ""Trick"" Melts Belly Fat Overnight (Do This Tonight)",http://creamskintips.com/us/belly-fat/?widget_id=33073&content_id=1819306&adv_targets=conservative+news,https://revcontent-p0.s3.amazonaws.com/content/images/1490233756.jpg,revcontent,http://www.infowars.com/
Shocking: Hidden Biblical Trick Melts Belly Fat Overnight (try This Tonight!),https://biblicalbellybreakthrough.com/lp-secret?vtid=tsdena4d&cbtb=22%3Fhop%3Dbillbox27&pg=a4d&cpa=44,https://revcontent-p0.s3.amazonaws.com/content/images/1490326167.jpg,revcontent,http://www.infowars.com/
"This Completely Erased Her Wrinkles In 2 Minutes, Recorded On Video! (Watch)",http://womenshealth-beauty.com/revad/free-wrinkle-trick/?voluumdata=BASE64dmlkLi4wMDAwMDAwNy1jNGM4LTQ1MGItODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLmRkMGMxMDAwLTExODQtMTFlNy04NmFiLWYyY2Q1YzdiODg3NF9fY2FpZC4uMjZjYWNlYjAtMzdkMy00ZGQzLThmMzktYzI3YTUyNzRkYzZjX19ydC4uUl9fbGlkLi5kZDM1MjZiYi0wMDZkLTQ2MTYtYmE3NC01NjVhNTM4ODNmM2VfX29pZDEuLjQxYTA2N2Y5LWM3ZTUtNGEzYy1hMTRlLWZjYjE4MDA5OTZhY19fdmFyMS4uMzMwNzNfX3ZhcjIuLmNvbnNlcnZhdGl2ZSBuZXdzX192YXIzLi4xODA1ODExX192YXI0Li4yMjg1ODFfX3JkLi5fX2FpZC4uX19hYi4uX19zaWQuLg&c1=33073&c2=conservative%20news&c3=1805811&c4=228581,https://revcontent-p0.s3.amazonaws.com/content/images/1489776723.jpg,revcontent,http://www.infowars.com/
Do This Before Bed - You'll Never Need a Gym or Diet,http://creamskintips.com/us/belly-fat/?widget_id=33073&content_id=1787597&adv_targets=conservative+news,https://revcontent-p0.s3.amazonaws.com/content/images/1487568008.jpg,revcontent,http://www.infowars.com/
Hillary,https://www.infowars.com/video-young-americans-shocked-to-learn-of-hillarys-multiple-mansions/,https://revcontent-p0.s3.amazonaws.com/p0/assets/content_images/emb/b756b29a20e241f9413506d4ecec3b10-0.png,revcontent,http://www.infowars.com/
5 Foods That Kill Testosterone,https://www.bluestarnutraceuticals.com/offers/raiseyourstatus?utm_source=revcontent&utm_medium=paid&utm_term=33073&utm_content=conservative%20news&utm_campaign=170322-us-desk-kill-cnews,https://revcontent-p0.s3.amazonaws.com/content/images/1489184080.png,revcontent,http://www.infowars.com/
"Ever Googled Yourself? Do a ""Deep Search"" Instead!",https://www.truthfinder.com/?utm_source=KKCBAN&traffic[source]=KKCBAN&utm_medium=DISPLAY&traffic[medium]=DISPLAY&utm_campaign=glorteal&traffic[campaign]=1599080:glorteal&utm_term=211294&traffic[term]=211294&utm_content=conservative+news&traffic[content]=conservative+news&s1=glorteal&s2=1599080&s3=211294&s4=conservative+news&s5=33073&traffic[funnel]=tf&traffic[sub_id]=glorteal&traffic[s2]=1599080,https://revcontent-production.s3.amazonaws.com/content/images/1453420912.jpg,revcontent,http://www.infowars.com/
21 Disturbing Secrets The Obama's Tried To Hide While He Was President,http://loanpride.com/obama-family-divorce-attorney-quit-smoking-tips/?utm_source=revcontent&utm_medium=33073&utm_term=conservative%20news&utm_content=1770996&utm_campaign=234718&utm_widget_id=33073,https://revcontent-p0.s3.amazonaws.com/content/images/1485182691.jpg,revcontent,http://www.infowars.com/
Alex Jones Hosts Historic New Year's Eve Transmission,https://www.infowars.com/watch-alex-jones-show/,https://revcontent-p0.s3.amazonaws.com/p0/assets/content_images/emb/893d04b4fc3745c5bd84d35696a01d80-0.png,revcontent,http://www.infowars.com/
"Brilliant ""Trick"" Melts Belly Fat Overnight (Do This Tonight)",http://creamskintips.com/us/belly-fat/?widget_id=33073&content_id=1819306&adv_targets=conservative+news,https://revcontent-p0.s3.amazonaws.com/content/images/1490233756.jpg,revcontent,http://www.infowars.com/
Shocking: Hidden Biblical Trick Melts Belly Fat Overnight (try This Tonight!),https://biblicalbellybreakthrough.com/lp-secret?vtid=tsdena4d&cbtb=22%3Fhop%3Dbillbox61&pg=a4d&cpa=44,https://revcontent-p0.s3.amazonaws.com/content/images/1490326167.jpg,revcontent,http://www.infowars.com/
"This Completely Erased Her Wrinkles In 2 Minutes, Recorded On Video! (Watch)",http://womenshealth-beauty.com/revad/free-wrinkle-trick/?voluumdata=BASE64dmlkLi4wMDAwMDAwMS1lMzBmLTRiOGYtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLmRkMGMxMDAwLTExODQtMTFlNy04NjFmLTJjYjlhNmE3NTg5Zl9fY2FpZC4uMjZjYWNlYjAtMzdkMy00ZGQzLThmMzktYzI3YTUyNzRkYzZjX19ydC4uUl9fbGlkLi5kZDM1MjZiYi0wMDZkLTQ2MTYtYmE3NC01NjVhNTM4ODNmM2VfX29pZDEuLjQxYTA2N2Y5LWM3ZTUtNGEzYy1hMTRlLWZjYjE4MDA5OTZhY19fdmFyMS4uMzMwNzNfX3ZhcjIuLmNvbnNlcnZhdGl2ZSBuZXdzX192YXIzLi4xODA1ODExX192YXI0Li4yMjg1ODFfX3JkLi5fX2FpZC4uX19hYi4uX19zaWQuLg&c1=33073&c2=conservative%20news&c3=1805811&c4=228581,https://revcontent-p0.s3.amazonaws.com/content/images/1489776723.jpg,revcontent,http://www.infowars.com/
Do This Before Bed - You'll Never Need a Gym or Diet,http://creamskintips.com/us/belly-fat/?widget_id=33073&content_id=1787597&adv_targets=conservative+news,https://revcontent-p0.s3.amazonaws.com/content/images/1487568008.jpg,revcontent,http://www.infowars.com/
Hillary,https://www.infowars.com/video-young-americans-shocked-to-learn-of-hillarys-multiple-mansions/,https://revcontent-p0.s3.amazonaws.com/p0/assets/content_images/emb/b756b29a20e241f9413506d4ecec3b10-0.png,revcontent,http://www.infowars.com/
5 Foods That Kill Testosterone,https://www.bluestarnutraceuticals.com/offers/raiseyourstatus?utm_source=revcontent&utm_medium=paid&utm_term=33073&utm_content=conservative%20news&utm_campaign=170322-us-desk-kill-cnews,https://revcontent-p0.s3.amazonaws.com/content/images/1489184080.png,revcontent,http://www.infowars.com/
"Ever Googled Yourself? Do a ""Deep Search"" Instead!",https://www.truthfinder.com/?utm_source=KKCBAN&traffic[source]=KKCBAN&utm_medium=DISPLAY&traffic[medium]=DISPLAY&utm_campaign=glorteal&traffic[campaign]=1599080:glorteal&utm_term=211294&traffic[term]=211294&utm_content=conservative+news&traffic[content]=conservative+news&s1=glorteal&s2=1599080&s3=211294&s4=conservative+news&s5=33073&traffic[funnel]=tf&traffic[sub_id]=glorteal&traffic[s2]=1599080,https://revcontent-production.s3.amazonaws.com/content/images/1453420912.jpg,revcontent,http://www.infowars.com/
21 Disturbing Secrets The Obama's Tried To Hide While He Was President,http://loanpride.com/obama-family-divorce-attorney-quit-smoking-tips/?utm_source=revcontent&utm_medium=33073&utm_term=conservative%20news&utm_content=1770996&utm_campaign=234718&utm_widget_id=33073,https://revcontent-p0.s3.amazonaws.com/content/images/1485182691.jpg,revcontent,http://www.infowars.com/
Alex Jones Hosts Historic New Year's Eve Transmission,https://www.infowars.com/watch-alex-jones-show/,https://revcontent-p0.s3.amazonaws.com/p0/assets/content_images/emb/893d04b4fc3745c5bd84d35696a01d80-0.png,revcontent,http://www.infowars.com/
20 People Run the World—and You Don't Know Most of Them,http://www3.forbes.com/business/the-worlds-most-powerful-people-2016/?utm_campaign=powerful-people-2016&utm_source=taboola&utm_medium=referral&utm_content=rt-rtcom&utm_term=20+People+Run+the+World%E2%80%94and+You+Don%27t+Know+Most+of+Them,http://www3.forbes.com/wp-content/uploads/2016/12/21-1.-Vladimir-Putin.jpg,taboola,http://www.rt.com
